Product Description,Product UPC,Department,Category,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail Calc,Club Override,GM%,Buy Month Invoice,Effective Date,Notes,Non-Buy Month Invoice,Initials,REVIEW,Item Number,Net Case EO,Net Cs EO/Unit,Retail Override,Avg Retail,Avg Club,Markup,Buy Months,Case 1 on Spirits Tab,Buy Month Invoice on Spirits Tab,Net Case on Spirits Tab,Diff b/w Case 1,Diff b/w Net Case,Diff Item Number,Units On Hand Across Chain,Netsuite Name,Color
Dolin Dry Vermouth,3274510003807,Liquor,Price Change,375ml,12,Libation Project,Libation Project,Case 1,ALL,9.583333333333334,115,116,14.99,12.96,0.26054526748971196,112,2026-03-17 00:00:00,,,,,50122,115,9.583333333333334,15.99,16.99,13.96,0.5,ALL,116,112,115,0,0, ,81,Libation Project,
Dolin Genepy Le Chamois,3274510003616,Liquor,Price Change,750ml,12,Libation Project,Libation Project,Case 1,ALL,25.75,309,312,33.99,35.96,0.28392658509454954,306,2026-03-17 00:00:00,,,,,50087,309,25.75,42.99,42.99,35.96,0.3,ALL,312,306,309,0,0, ,15,Libation Project,
Dolin Rouge Vermouth,3274510003814,Liquor,Price Change,750ml,12,Haus Alpenz,Libation Project,Case 1,ALL,12.916666666666666,155,160,16.99,17.96,0.2808092056421678,152,2026-03-17 00:00:00,,,,,50125,155,12.916666666666666,21.99,21.99,17.96,0.3,ALL,160,152,155,0,0, ,69,Libation Project,
Dolin Rouge Vermouth,3274510003906,Liquor,Price Change,375ml,12,Libation Project,Libation Project,Case 1,ALL,9.583333333333334,115,116,14.99,12.96,0.26054526748971196,112,2026-03-17 00:00:00,,,,,50124,115,9.583333333333334,15.99,16.99,13.96,0.5,ALL,116,112,115,0,0, ,29,Libation Project,
Gustoso White Rum,040232390876,Liquor,Price Change,750ml,6,Libation Project,Libation Project,Case 1,ALL,22.5,135,136,28.99,31.96,0.29599499374217775,132,2026-03-17 00:00:00,,,,,97005,135,22.5,37.99,24.99,0,0.3,ALL,136,132,135,0,0, ,5,Libation Project,
Hayman's Old Tom Gin,5021692117833,Liquor,Price Change,750ml,12,Libation Project,Libation Project,Case 1,ALL,22.25,267,270,28.99,30.96,0.2813307493540052,264,2026-03-17 00:00:00,,,,,50110,267,22.25,36.99,36.99,30.96,0.3,ALL,270,264,267,0,0, ,0,Libation Project,
Haymans London Dry Gin,5021692650316,Liquor,Price Change,750ml,12,Libation Project,Libation Project,Case 1,ALL,22.25,267,270,28.99,30.96,0.2813307493540052,264,2026-03-17 00:00:00,,,,,50107,267,22.25,36.99,36.99,30.96,0.3,ALL,270,264,267,0,0, ,0,Libation Project,
Rothman Creme de Violette,9024153040875,Liquor,Price Change,750ml,12,Libation Project,Libation Project,Case 1,ALL,18.916666666666668,227,234,24.99,25.96,0.2713148433487416,224,2026-03-17 00:00:00,,,,,50086,227,18.916666666666668,30.99,30.99,25.96,0.3,ALL,234,224,227,0,0, ,34,Libation Project,
BUMBU RUM THE ORIGINAL 70,813497006109,Liquor,New Distributor – Considering Pricing Change,750ml,6,SOVEREIGN BRANDS LLC,Southern Wine & Spirits,,ALL,24.623333333333335,147.74,162,34.99,33.96,0.274931291715744,146.94,2026-04-15 00:00:00,,146.94,,,405590,147.74,24.623333333333335,40.99,39.99,32.96,0.3,ALL,162,146.94,147.74,0,0,405590,47,Southern Glazer's Wine & Spirits of MN,
BUMBU RUM THE ORIGINAL 70,813497006130,Liquor,New Distributor – Considering Pricing Change,375ml,12,SOVEREIGN BRANDS LLC,Southern Wine & Spirits,,ALL,14.056666666666667,168.68,190,23.99,19.96,0.29575818303273216,167.88,2026-04-15 00:00:00,,167.88,,,959882,168.68,14.056666666666667,23.99,26.99,22.96,0.5,ALL,190,167.88,168.68,0,0,959882,6,Southern Glazer's Wine & Spirits of MN,
BUMBU RUM XO 80,813497006147,Liquor,New Distributor – Considering Pricing Change,750ML,6,SOVEREIGN BRANDS LLC,Southern Wine & Spirits,,ALL,28.123333333333335,168.74,203.94,43.99,38.96,0.2781485284052019,167.94,2026-04-15 00:00:00,,167.94,,,930676,168.74,28.123333333333335,46.99,47.99,39.96,0.3,ALL,203.94,167.94,168.74,0,0,930676,36,Southern Glazer's Wine & Spirits of MN,
BUMBU RUM CREME LIQUEUR 30,813497006178,Liquor,New Distributor – Considering Pricing Change,750ML,6,SOVEREIGN BRANDS LLC,Southern Wine & Spirits,,ALL,22.64166666666667,135.85000000000002,161.94,34.99,31.96,0.29156236962870247,135.05,2026-04-15 00:00:00,,135.05,,,990603,135.85000000000002,22.64166666666667,37.99,37.99,31.96,0.3,ALL,161.94,135.05,135.85000000000002,0,0,990603,4,Southern Glazer's Wine & Spirits of MN,
MCQUEEN&THE VIOLET FOG GIN ULTRA80,813497007991,Liquor,New Distributor – Considering Pricing Change,750ML,6,SOVEREIGN BRANDS LLC,Southern Wine & Spirits,,ALL,24.62166666666667,147.73000000000002,184.74,39.99,33.96,0.2749803690616411,146.93,2026-04-15 00:00:00,,146.93,,,579754,147.73000000000002,24.62166666666667,40.99,42.99,35.96,0.3,ALL,184.74,146.93,147.73000000000002,0,0,579754,25.98,Southern Glazer's Wine & Spirits of MN,
MCQUEEN&THE VIOLET FOG GIN 80,813497007168,Liquor,New Distributor – Considering Pricing Change,750ML,6,SOVEREIGN BRANDS LLC,Southern Wine & Spirits,,ALL,24.62166666666667,147.73000000000002,184.74,39.99,33.96,0.2749803690616411,146.93,2026-04-15 00:00:00,,146.93,,,930785,147.73000000000002,24.62166666666667,40.99,42.99,35.96,0.3,ALL,184.74,146.93,147.73000000000002,0,0,930785,30,Southern Glazer's Wine & Spirits of MN,
THE DEACON SCO WSKY 80,813497003047,Liquor,New Distributor – Considering Pricing Change,750ML,6,SOVEREIGN BRANDS LLC,Southern Wine & Spirits,,ALL,28.14,168.84,201.54,43.99,38.96,0.2777207392197125,168.04,2026-04-15 00:00:00,,168.04,,,581733,168.84,28.14,46.99,38.99,0,0.3,ALL,201.54,168.04,168.84,0,0,581733,25,Southern Glazer's Wine & Spirits of MN,
VILLON FRENCH SPICED LIQUEUR 80,813497007229,Liquor,New Distributor – Considering Pricing Change,750ML,6,SOVEREIGN BRANDS LLC,Southern Wine & Spirits,,ALL,24.623333333333335,147.74,184.74,39.99,33.96,0.274931291715744,146.94,2026-04-15 00:00:00,,146.94,,,990051,147.74,24.623333333333335,40.99,39.99,0,0.3,ALL,184.74,146.94,147.74,0,0,990051,15,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ ANEJO 80,850008649059,Liquor,New Distributor – Considering Pricing Change,750ML,6,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,97.63333333333333,585.8,639,137.99,136.96,0.2871397975077883,585,2026-04-15 00:00:00,,585,,,966899,585.8,97.63333333333333,163.99,149.99,124.96,0.3,ALL,639,585,585.8,0,0,966899,5,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ BLANCO 80,850008649011,Liquor,New Distributor – Considering Pricing Change,750ML,6,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,45.13333333333333,270.8,324,69.99,62.96,0.283142736128759,270,2026-04-15 00:00:00,,270,,,966900,270.8,45.13333333333333,75.99,59.99,49.96,0.3,ALL,324,270,270.8,0,0,966900,19,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ REPOSADO 80,850008649035,Liquor,New Distributor – Considering Pricing Change,750ML,6,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,63.88333333333333,383.3,459,98.99,88.96,0.28188699040767384,382.5,2026-04-15 00:00:00,,382.5,,,966901,383.3,63.88333333333333,106.99,89.99,79.96,0.3,ALL,459,382.5,383.3,0,0,966901,9,Southern Glazer's Wine & Spirits of MN,
ELIJAH CRAIG BBN SINGLE BRL 15Y108,096749006427,Liquor,New Item – Allocation,750ML,3,HEAVEN HILL SALES CO,Southern Wine & Spirits,,ALL,105.26,315.78000000000003,314.98,135.99,146.96,0.2837506804572673,314.98,2026-04-15 00:00:00,,314.98,,,694221,315.78000000000003,105.26,175.99,166.99,139.96,0.3,ALL,314.98,314.98,315.78000000000003,0,0,694221,12,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ BLANCO 80,850008649202,Liquor,New Item,375ML,6,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,24.883333333333336,149.3,180,44.99,34.96,0.2882341723874904,148.5,2026-04-15 00:00:00,,148.5,,,621574,149.3,24.883333333333336,41.99,,,0.5,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ REPOSADO 80,850008649219,Liquor,New Item,375ML,6,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,37.63333333333333,225.8,256.5,63.99,52.96,0.28940080563947634,225,2026-04-15 00:00:00,,225,,,621572,225.8,37.63333333333333,63.99,,,0.5,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ ANEJO 80,850008649226,Liquor,New Item,375ML,6,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,52.63333333333333,315.8,346.5,86.99,73.96,0.2883540652605011,315,2026-04-15 00:00:00,,315,,,621573,315.8,52.63333333333333,88.99,,,0.5,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ BLANCO 80,850008649127,Liquor,New Item,1.75L,4,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,90.2,360.8,390,126.99,125.96,0.28389965068275635,360,2026-04-15 00:00:00,,360,,,523389,360.8,90.2,150.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ ANEJO 80,850008649066,Liquor,New Item,1.75L,4,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,195.2,780.8,840,272.99,272.96,0.28487690504103164,780,2026-04-15 00:00:00,,780,,,986387,780.8,195.2,327.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ GOLD 80,850008649172,Liquor,New Item,750ML,6,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,262.8,1576.8,1576,340.99,367.96,0.2857919339058593,1576,2026-04-15 00:00:00,,1576,,,564954,1576.8,262.8,441.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ ANEJO CRISTALINO 80,850008649271,Liquor,New Item,750ML,6,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,105.13333333333333,630.8,675,145.99,146.96,0.28461259299582664,630,2026-04-15 00:00:00,,630,,,637683,630.8,105.13333333333333,175.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
CINCORO TEQ EXTRA ANEJO 80 GB,850008649073,Liquor,New Item,750ML,4,CRAFT & ART WINES & SPIRITS/PA,Southern Wine & Spirits,,ALL,1185.2,4740.8,4740,1540.99,1658.96,0.2855765057626465,4740,2026-04-15 00:00:00,,4740,,,969201,4740.8,1185.2,1990.99,,,0.3,,,,,,,,,Southern Glazer's Wine & Spirits of MN,
AVION TEQUILA REPOSADO 80,736040519324,Liquor,Perod Pricing Update,750ml,6,PERNOD RICARD USA,Southern Wine & Spirits, ,JUNE|December,33.12666666666667,198.76000000000002,252.45,54.99,45.96,0.27922831447635615,197.96,2026-04-01 00:00:00,,207.86,,,164327,198.76000000000002,33.12666666666667,54.99,49.99,41.96,0.3,JUNE|December,252.45,197.96,198.76000000000002,0,0, ,2,Southern Glazer's Wine & Spirits of MN,
AVION TEQUILA SILVER 80 CANISTER,736040519348,Liquor,Perod Pricing Update,750ml,6,PERNOD RICARD USA,Southern Wine & Spirits, ,JUNE|December,28.62666666666667,171.76000000000002,225.45,48.99,39.96,0.28361695028361694,170.96,2026-04-01 00:00:00,,180.86,,,894607,171.76000000000002,28.62666666666667,47.99,45.99,37.96,0.3,JUNE|December,225.45,170.96,171.76000000000002,0,0, ,3,Southern Glazer's Wine & Spirits of MN,
ABSOLUT CKTL BRY VODKARITA 20CAN4P,089540535319,Liquor,Perod Pricing Update,355ML,6,PERNOD RICARD USA,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,8.96,0.26450892857142866,38.74,2026-04-01 00:00:00,,43.95,,,621124,39.54,6.59,10.99,12.49,10.96,0.3,ALL,51.6,38.74,39.54,0,0, ,-3,Southern Glazer's Wine & Spirits of MN,
ABSOLUT CKTL GRAPEF PALOMA 14CAN4P,089540535296,Liquor,Perod Pricing Update,355ML,6,PERNOD RICARD USA,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,8.96,0.26450892857142866,38.74,2026-04-01 00:00:00,,43.95,,,967738,39.54,6.59,10.99,12.99,0,0.3,ALL,51.6,38.74,39.54,0,0, ,0,Southern Glazer's Wine & Spirits of MN,
ABSOLUT CKTL MANGO MULE 14CAN4P,089540535289,Liquor,Perod Pricing Update,355ML,6,PERNOD RICARD USA,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,8.96,0.26450892857142866,38.74,2026-04-01 00:00:00,,43.95,,,619357,39.54,6.59,10.99,12.49,10.96,0.3,ALL,51.6,38.74,39.54,0,0, ,-2.9800000000000004,Southern Glazer's Wine & Spirits of MN,
ABSOLUT CKTL MOJITO 30,089540536309,Liquor,Perod Pricing Update,750ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,Jan/April/July/Oct,14.388333333333335,172.66000000000003,205.2,21.99,19.96,0.2791416165664662,171.86,2026-04-01 00:00:00,,171.86,,,614566,172.66000000000003,14.388333333333335,23.99,,,0.3,January|April|July|October,205.2,171.86,172.66000000000003,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT CKTL OS CRAN 6/4PK,080432001110,Liquor,Perod Pricing Update,355ML,6,PERNOD RICARD USA,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,8.96,0.26450892857142866,38.74,2026-04-01 00:00:00,,43.95,,,613494,39.54,6.59,10.99,,,0.3,ALL,51.6,38.74,39.54,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT CKTL OS CRAN PINE 6/4PK,080432001134,Liquor,Perod Pricing Update,355ML,6,PERNOD RICARD USA,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,8.96,0.26450892857142866,38.74,2026-04-01 00:00:00,,43.95,,,613386,39.54,6.59,10.99,,,0.3,ALL,51.6,38.74,39.54,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT CKTL RASPBERRY LEMONADE 30,089540536293,Liquor,Perod Pricing Update,750ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,Jan/April/July/Oct,14.388333333333335,172.66000000000003,205.2,21.99,19.96,0.2791416165664662,171.86,2026-04-01 00:00:00,,171.86,,,614567,172.66000000000003,14.388333333333335,23.99,,,0.3,January|April|July|October,205.2,171.86,172.66000000000003,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT OS VARIETY PACK 3/8K,080432001257,Liquor,Perod Pricing Update,355ML,3,PERNOD RICARD USA,Southern Wine & Spirits, ,ALL,13.18,39.54,51.6,21.99,17.96,0.26614699331848557,38.74,2026-04-01 00:00:00,,43.95,,,615004,39.54,13.18,21.99,23.99,19.96,0.3,ALL,51.6,38.74,39.54,0,0, ,7,Southern Glazer's Wine & Spirits of MN,
ABSOLUT PINEAP MARTINI STILL CAN4P,089540535401,Liquor,Perod Pricing Update,355ML,6,PERNOD RICARD USA,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,8.96,0.26450892857142866,38.74,2026-04-01 00:00:00,,43.95,,,541709,39.54,6.59,10.99,,,0.3,ALL,51.6,38.74,39.54,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD APEACH 80,835229001145,Liquor,Perod Pricing Update,Liter,12,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,2026-04-01 00:00:00,,217.55,,,574485,185.40550000000002,15.450458333333335,25.99,29.99,24.96,0.3,January|April|July|October,251.4,238.44,191.40550000000002,0,0, ,35,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD APEACH 80,835229001138,Liquor,Perod Pricing Update,750ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,Jan/April/July/Oct,12.097125,145.1655,205.2,21.99,15.96,0.27336309523809527,192.2,2026-04-01 00:00:00,,171.86,,,346639,139.1655,11.597125,18.99,,,0.3,January|April|July|October,205.2,192.2,145.1655,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD CITRON 80,835229001404,Liquor,Perod Pricing Update,Liter,12,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,2026-04-01 00:00:00,,217.55,,,10950,185.40550000000002,15.450458333333335,25.99,24.99,21.96,0.3,January|April|July|October,251.4,238.44,191.40550000000002,0,0, ,89,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD CITRON 80,835229001602,Liquor,Perod Pricing Update,1.75L,6,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,22.91091666666667,137.46550000000002,186.48,39.99,30.96,0.2922830534022394,184.5,2026-04-01 00:00:00,,165.68,,,13503,131.46550000000002,21.91091666666667,36.99,34.99,29.96,0.3,January|April|July|October,186.48,184.5,137.46666666666667,0,-0.0011666666666485526, ,42,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD CITRON 80,835229001305,Liquor,Perod Pricing Update,750ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,Jan/April/July/Oct,12.097125,145.1655,205.2,21.99,15.96,0.27336309523809527,192.2,2026-04-01 00:00:00,,171.86,,,10952,139.1655,11.597125,18.99,,,0.3,January|April|July|October,205.2,192.2,145.1655,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD CITRON 80,835229001206,Liquor,Perod Pricing Update,375ML,24,PERNOD RICARD USA,Southern Wine & Spirits, ,ALL,8.373333333333333,200.96,231.8,13.99,11.96,0.2998885172798217,200.16,2026-04-01 00:00:00,,205.3,,,1806,200.96,8.373333333333333,13.99,,,0.5,ALL,231.8,200.16,200.96,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD CITRON 80 10/12PK,835229001008,Liquor,Perod Pricing Update,50ml,120,PERNOD RICARD USA,Southern Wine & Spirits, ,ALL,1.2075,144.9,171.8,1.99,1.96,0.3839285714285714,144.1,2026-04-01 00:00:00,,144.1,,,10951,144.9,1.2075,1.99,,,0.5,ALL,171.8,144.1,144.9,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD GRAPEFRUIT 80,835229001244,Liquor,Perod Pricing Update,Liter,12,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,2026-04-01 00:00:00,,217.55,,,905409,185.40550000000002,15.450458333333335,25.99,24.99,21.96,0.3,January|April|July|October,251.4,238.44,191.40550000000002,0,0, ,132,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD GRAPEFRUIT 80,835229010451,Liquor,Perod Pricing Update,1.75L,6,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,22.91091666666667,137.46550000000002,186.48,39.99,30.96,0.2922830534022394,184.5,2026-04-01 00:00:00,,165.68,,,905271,131.46550000000002,21.91091666666667,36.99,,,0.3,January|April|July|October,186.48,184.5,137.46666666666667,0,-0.0011666666666485526, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD GRAPEFRUIT 80,835229010437,Liquor,Perod Pricing Update,750ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,Jan/April/July/Oct,12.097125,145.1655,205.2,21.99,15.96,0.27336309523809527,192.2,2026-04-01 00:00:00,,171.86,,,905407,139.1655,11.597125,18.99,,,0.3,January|April|July|October,205.2,192.2,145.1655,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD LIME 80,835229010284,Liquor,Perod Pricing Update,Liter,12,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,2026-04-01 00:00:00,,217.55,,,414578,185.40550000000002,15.450458333333335,25.99,24.99,21.96,0.3,January|April|July|October,251.4,238.44,191.40550000000002,0,0, ,141,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD LIME 80,835229010291,Liquor,Perod Pricing Update,1.75L,6,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,22.91091666666667,137.46550000000002,186.48,39.99,30.96,0.2922830534022394,184.5,2026-04-01 00:00:00,,165.68,,,414576,131.46550000000002,21.91091666666667,36.99,39.99,32.96,0.3,January|April|July|October,186.48,184.5,137.46666666666667,0,-0.0011666666666485526, ,0,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD LIME 80,835229010277,Liquor,Perod Pricing Update,750ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,Jan/April/July/Oct,12.097125,145.1655,205.2,21.99,15.96,0.27336309523809527,192.2,2026-04-01 00:00:00,,171.86,,,414579,139.1655,11.597125,18.99,,,0.3,January|April|July|October,205.2,192.2,145.1655,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD MANDRIN 80,835229002401,Liquor,Perod Pricing Update,Liter,12,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,2026-04-01 00:00:00,,217.55,,,47875,185.40550000000002,15.450458333333335,25.99,24.99,21.96,0.3,January|April|July|October,251.4,238.44,191.40550000000002,0,0, ,102,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD MANDRIN 80,835229000711,Liquor,Perod Pricing Update,1.75L,6,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,22.91091666666667,137.46550000000002,186.48,39.99,30.96,0.2922830534022394,184.5,2026-04-01 00:00:00,,165.68,,,33110,131.46550000000002,21.91091666666667,36.99,38.99,32.96,0.3,January|April|July|October,186.48,184.5,137.46666666666667,0,-0.0011666666666485526, ,9,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD MANDRIN 80,835229002302,Liquor,Perod Pricing Update,750ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,Jan/April/July/Oct,12.097125,145.1655,205.2,21.99,15.96,0.27336309523809527,192.2,2026-04-01 00:00:00,,171.86,,,47876,139.1655,11.597125,18.99,,,0.3,January|April|July|October,205.2,192.2,145.1655,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD MANGO 80,835229001435,Liquor,Perod Pricing Update,Liter,12,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,2026-04-01 00:00:00,,217.55,,,346851,185.40550000000002,15.450458333333335,25.99,24.99,21.96,0.3,January|April|July|October,251.4,238.44,191.40550000000002,0,0, ,13,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD MANGO 80,835229001428,Liquor,Perod Pricing Update,750ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,Jan/April/July/Oct,12.097125,145.1655,205.2,21.99,15.96,0.27336309523809527,192.2,2026-04-01 00:00:00,,171.86,,,346850,139.1655,11.597125,18.99,,,0.3,January|April|July|October,205.2,192.2,145.1655,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD PEARS 80,835229001343,Liquor,Perod Pricing Update,Liter,12,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,2026-04-01 00:00:00,,217.55,,,573233,185.40550000000002,15.450458333333335,25.99,24.99,21.96,0.3,January|April|July|October,251.4,238.44,191.40550000000002,0,0, ,127,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD PEARS 80,835229001336,Liquor,Perod Pricing Update,750ml,12,PERNOD RICARD USA,Southern Wine & Spirits,,Jan/April/July/Oct,12.097125,145.1655,205.2,21.99,15.96,0.27336309523809527,192.2,2026-04-01 00:00:00,,171.86,,,346511,139.1655,11.597125,18.99,,,0.3,January|April|July|October,205.2,192.2,145.1655,0,0, ,,Southern Glazer's Wine & Spirits of MN,
ABSOLUT VOD PEPPAR 76,835229004405,Liquor,Perod Pricing Update,Liter,12,PERNOD RICARD USA,Southern Wine & Spirits, ,Jan/April/July/Oct,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,2026-04-01 00:00:00,,217.55,,,554076,185.40550000000002,15.450458333333335,25.99,24.99,21.96,0.3,January|April|July|October,251.4,238.44,191.40550000000002,0,0, ,156,Southern Glazer's Wine & Spirits of MN,
